t, sec;f, MHz;A (relative to 0,682839490144911 [W] )
0,076;73,8106183295193;0,878570206173371
0,077;73,8913490073625;0,877588082894987
0,078;73,9720796852057;0,876607983267469
0,079;74,0528103630489;0,875630056050533
0,08;74,1335410408921;0,874654299492084
0,081;74,2142717187353;0,873680571270967
0,082;74,2950023965785;0,872709015203354
0,083;74,3757330744217;0,871739486389694
0,084;74,4564637522649;0,870771985522456
0,085;74,5371944301081;0,869806661556738
0,086;74,6179251079513;0,868843512774998
0,087;74,6986557857945;0,867882245839429
0,088;74,7793864636377;0,866923012213066
0,089;74,8601171414809;0,865965955980032
0,09;74,9408478193241;0,865010929538661
0,091;75,0215784971673;0,864057790152616
0,092;75,1023091750105;0,863106830400234
0,093;75,1830398528537;0,862157756584935
0,094;75,2637705306969;0,861210866395546
0,095;75,3445012085401;0,86026586352716
0,096;75,4252318863833;0,859322894727757
0,097;75,5059625642265;0,858381814589589
0,098;75,5866932420697;0,857442921053108
0,099;75,6674239199129;0,856505917583708
0,1;75,7481545977562;0,855570953538039
0,101;75,8288852755994;0,854637878452253
0,102;75,9096159534426;0,85370669544738
0,103;75,9903466312858;0,852777702779586
0,104;76,071077309129;0,851850454794657
0,105;76,1518079869722;0,850925247331671
0,106;76,2325386648154;0,850001937160695
0,107;76,3132693426586;0,849080668966305
0,108;76,3940000205018;0,848161145610282
0,109;76,474730698345;0,84724352398905
0,11;76,5554613761882;0,846328093029409
0,111;76,6361920540314;0,845414262302824
0,112;76,7169227318746;0,844502628603295
0,113;76,7969656784891;0,843600330392274
0,114;76,8661634023547;0,842821899498467
0,115;76,9353611262203;0,842044972352873
0,116;77,004558850086;0,841269400259496
0,117;77,0737565739516;0,840495031996301
0,118;77,1429542978172;0,839722019559449
0,119;77,2121520216828;0,838950661887581
0,12;77,2813497455484;0,838180357565621
0,121;77,350547469414;0,837411711366829
0,122;77,4197451932796;0,836644121670241
0,123;77,4889429171452;0,835878188624923
0,124;77,5581406410108;0,83511331282376
0,125;77,6273383648764;0,83435009462544
0,126;77,696536088742;0,833587934418485
0,127;77,7657338126076;0,832827285697318
0,128;77,8349315364732;0,832067992266218
0,129;77,9041292603388;0,831309909829134
0,13;77,9733269842044;0,830553188288407
0,131;78,04252470807;0,829797825682379
0,132;78,1117224319356;0,829043824837463
0,133;78,1809201558012;0,82829118379912
0,134;78,2501178796668;0,827539606071439
0,135;78,3193156035324;0,826789690677281
0,136;78,388513327398;0,826040836978072
0,137;78,4577110512636;0,825293344738531
0,138;78,5269087751292;0,824547219155732
0,139;78,5961064989948;0,823802306122231
0,14;78,6653042228604;0,823058755826471
0,141;78,734501946726;0,82231642123974
0,142;78,8036996705916;0,821575450232952
0,143;78,8728973944572;0,820835845623138
0,144;78,9420951183228;0,820097308001316
0,145;79,0112928421884;0,819360135203445
0,146;79,0804905660541;0,818624330044016
0,147;79,1496882899197;0,817889740608841
0,148;79,2188860137853;0,81715636963
0,149;79,2880837376509;0,816424365190512
0,15;79,3572814615165;0,815693580012053
0,151;79,4264791853821;0,814964012121888
0,152;79,4956769092477;0,814235666594247
0,153;79,5648746331133;0,81350868694008
0,154;79,6340723569789;0,812782928117467
0,155;79,7032700808445;0,8120582402818
0,156;79,7724678047101;0,811335072151309
0,157;79,8416655285757;0,810612975775873
0,158;79,9108632524413;0,809892101764005
0,159;79,9800609763069;0,809172596172059
0,16;80,0492587001725;0,808454165746113
0,161;80,1184564240381;0,807737106907557
0,162;80,1876541479037;0,807021119303255
0,163;80,2568518717693;0,806306508777159
0,164;80,3260495956349;0,805592967895595
0,165;80,3952473195005;0,804880804930287
0,166;80,4644450433661;0,804169712353424
0,167;80,5336427672317;0,803459847984514
0,168;80,6028404910973;0,802751207588906
0,169;80,6720382149629;0,802043791570049
0,17;80,7412359388285;0,801337602640676
0,171;80,8104336626941;0,800632488233561
0,172;80,8796313865597;0,799928752354037
0,173;80,9488291104253;0,799226094055014
0,174;81,0180268342909;0,798524511357519
0,175;81,0872245581565;0,797824308428959
0,176;81,1564222820221;0,797125181865262
0,177;81,2256200058877;0,79642728511639
0,178;81,2948177297534;0,795730465445357
0,179;81,364015453619;0,79503487635542
0,18;81,4332131774846;0,794340518257023
0,181;81,5024109013502;0,793647238340061
0,182;81,5716086252158;0,792955187904319
0,183;81,6408063490814;0,792264218660068
0,184;81,710004072947;0,791574481958603
0,185;81,7792017968126;0,790885824891936
0,186;81,8483995206782;0,790198401150628
0,187;81,9175972445438;0,789512057777604
0,188;81,9867949684094;0,788826797387127
0,189;82,055992692275;0,78814276920519
0,19;82,1251904161406;0,787459824742029
0,191;82,1943881400062;0,786778115551076
0,192;82,2635858638718;0,786097486288457
0,193;82,3327835877374;0,785417944093232
0,194;82,401981311603;0,784739636080493
0,195;82,4711790354686;0,784062411359385
0,196;82,5403767593342;0,783386274792794
0,197;82,6095744831998;0,782711219960271
0,198;82,6787722070654;0,782037403133646
0,199;82,747969930931;0,781364673308944
0,2;82,8171676547966;0,780693028588296
0,201;82,8863653786622;0,780022471574504
0,202;82,9555631025278;0,779353000375776
0,203;83,0247608263934;0,778684617593156
0,204;83,093958550259;0,778017323580942
0,205;83,1631562741246;0,777351116456427
0,206;83,2323539979903;0,776686148215141
0,207;83,3015517218559;0,776022118216335
0,208;83,3707494457215;0,775359327881013
0,209;83,4399471695871;0,774697476454096
0,21;83,5091448934527;0,774036715957751
0,211;83,5783426173183;0,773377044527357
0,212;83,6475403411839;0,772718616558642
0,213;83,7167380650495;0,772061126616362
0,214;83,7859357889151;0,771404726845569
0,215;83,8551335127807;0,770749270168481
0,216;83,9243312366463;0,770095056259133
0,217;83,9935289605119;0,769441933632572
0,218;84,0627266843775;0,768789750691539
0,219;84,1319244082431;0,768138664150206
0,22;84,2011221321087;0,767488669955783
0,221;84,2703198559743;0,76683961642892
0,222;84,3395175798399;0,766191810241251
0,223;84,4087153037055;0,76554479330557
0,224;84,4779130275711;0,764899024463269
0,225;84,5471107514367;0,764254199833499
0,226;84,6163084753023;0,763610469710684
0,227;84,6855061991679;0,76296783447937
0,228;84,7443790405243;0,762421768949402
0,229;84,8013654013548;0,761893985291502
0,23;84,8583517621853;0,761366880022218
0,231;84,9153381230158;0,760840457708066
0,232;84,9723244838463;0,760314862120939
0,233;85,0293108446768;0,759789797534025
0,234;85,0862972055073;0,75926556447385
0,235;85,1432835663378;0,75874201078176
0,236;85,2002699271683;0,758218986387308
0,237;85,2572562879987;0,757696794154582
0,238;85,3142426488293;0,757175281855447
0,239;85,3712290096597;0,756654451857992
0,24;85,4282153704902;0,756134302172391
0,241;85,4852017313207;0,755614832989986
0,242;85,5421880921512;0,755096046675667
0,243;85,5991744529817;0,754577941245534
0,244;85,6561608138122;0,754060364260871
0,245;85,7131471746427;0,753543623322436
0,246;85,7701335354732;0,753027563844584
0,247;85,8271198963037;0,752512188186921
0,248;85,8841062571342;0,75199749437537
0,249;85,9410926179647;0,751483482604886
0,25;85,9980789787952;0,750970000296649
0,251;86,0550653396257;0,750457355330659
0,252;86,1120517004562;0,749945240168342
0,253;86,1690380612867;0,749433962783021
0,254;86,2260244221172;0,748923215544565
0,255;86,2830107829477;0,748413151472524
0,256;86,3399971437782;0,747903772917064
0,257;86,3969835046087;0,747395077921628
0,258;86,4539698654392;0,74688706668518
0,259;86,5109562262697;0,746379741554788
0,26;86,5679425871002;0,745872945420188
0,261;86,6249289479307;0,745366837885581
0,262;86,6819153087612;0,744861414856395
0,263;86,7389016695917;0,744356676533805
0,264;86,7958880304222;0,743852623119439
0,265;86,8528743912527;0,743349103820747
0,266;86,9098607520831;0,742846422941297
0,267;86,9668471129136;0,742344123347459
0,268;87,0238334737441;0,741842660441839
0,269;87,0808198345746;0,741341885541071
0,27;87,1378061954051;0,740841645591194
0,271;87,1947925562356;0,740342089738112
0,272;87,2517789170661;0,739843071274919
0,273;87,3087652778966;0,739344890597193
0,274;87,3657516387271;0,738847245538253
0,275;87,4227379995576;0,738350134103473
0,276;87,4797243603881;0,737853865347521
0,277;87,5367107212186;0,737358128457328
0,278;87,5936970820491;0,736863083379176
0,279;87,6506834428796;0,736368570485866
0,28;87,7076698037101;0,735874747647288
0,281;87,7646561645406;0,735381612952618
0,282;87,8216425253711;0,73488901518121
0,283;87,8786288862016;0,734397105921686
0,284;87,9356152470321;0,733905885384403
0,285;87,9926016078626;0,733415202272786
0,286;88,0495879686931;0,732925054612429
0,287;88,1065743295236;0,7324357498736
0,288;88,1635606903541;0,731946827270872
0,289;88,2205470511846;0,731458750118299
0,29;88,2775334120151;0,730971209117128
0,291;88,3345197728456;0,730484206508787
0,292;88,3915061336761;0,729997894117504
0,293;88,4484924945066;0,729512272157491
0,294;88,5054788553371;0,72902718910375
0,295;88,5624652161676;0,728542796859278
0,296;88,6194515769981;0,728058941754036
0,297;88,6764379378286;0,72757562602327
0,298;88,733424298659;0,727093001648788
0,299;88,7904106594896;0,726611068847348
0,3;88,84739702032;0,726129675941124
0,301;88,9043833811505;0,72564882098283
0,302;88,961369741981;0,725168658149493
0,303;89,0183561028115;0,72468903568668
0,304;89,075342463642;0,724210105734218
0,305;89,1323288244725;0,723731714405055
0,306;89,189315185303;0,723254018056199
0,307;89,2463015461335;0,722776860669326
0,308;89,303287906964;0,722300244468462
0,309;89,3602742677945;0,721824319649468
0,31;89,417260628625;0,721348936357518
0,311;89,4742469894555;0,720874094736271
0,312;89,531233350286;0,720399945065066
0,313;89,5882197111165;0,719926339478338
0,314;89,645206071947;0,719453424168961
0,315;89,7021924327775;0,718981053286255
0,316;89,759178793608;0,718509222839166
0,317;89,8161651544385;0,718037935042651
0,318;89,873151515269;0,717567342406775
0,319;89,9301378760995;0,717097288642533
0,32;89,98712423693;0,716627934564342
0,321;90,0441105977605;0,716159119710176
0,322;90,101096958591;0,715690695883747
0,323;90,1580833194215;0,715223120638545
0,324;90,215069680252;0,714755932607323
0,325;90,2720560410825;0,714289445178424
0,326;90,329042401913;0,713823497788154
0,327;90,3860287627435;0,713358092645624
0,328;90,443015123574;0,712893231954861
0,329;90,5000014844045;0,712429070566897
0,33;90,556987845235;0,711965451934727
0,331;90,6139742060655;0,711502374167867
0,332;90,6709605668959;0,711039843559333
0,333;90,7279469277265;0,710578008928157
0,334;90,7849332885569;0,710116566984236
0,335;90,8419196493874;0,709655821380794
0,336;90,8989060102179;0,709195619517692
0,337;90,9558923710484;0,708735963590137
0,338;91,0128787318789;0,7082768517156
0,339;91,0698650927094;0,707818441037797
0,34;91,1268514535399;0,707360419801732
0,341;91,1838378143704;0,706903098092372
0,342;91,2408241752009;0,706446168123904
0,343;91,2978105360314;0,705989938048649
0,344;91,3547968968619;0,705534253026049
0,345;91,4117832576924;0,705079115243545
0,346;91,4687696185229;0,704624520806541
0,347;91,5257559793534;0,704170553528933
0,348;91,5827423401839;0,703717129944626
0,349;91,6397287010144;0,703264176662047
0,35;91,6967150618449;0,702811771415114
0,351;91,7537014226754;0,702360065576417
0,352;91,8106877835059;0,701908752869317
0,353;91,8676741443364;0,701458141966232
0,354;91,9246605051669;0,701007924465977
0,355;91,9816468659974;0,700558407131467
0,356;92,0386332268279;0,700109283475046
0,357;92,0956195876584;0,699660862377845
0,358;92,1526059484889;0,699212835232745
0,359;92,2095923093194;0,698765357579648
0,36;92,2665786701499;0,698318581045557
0,361;92,3235650309804;0,697872198878485
0,362;92,3805513918109;0,697426520221064
0,363;92,4375377526413;0,696981234204793
0,364;92,4945241134718;0,696536498503951
0,365;92,5515104743023;0,696092311281466
0,366;92,6084968351328;0,695648672705262
0,367;92,6654831959633;0,695205584941807
0,368;92,7224695567938;0,694763046158983
0,369;92,7794559176243;0,694321056525791
0,37;92,8364422784548;0,693879618205895
0,371;92,8934286392853;0,693438729372129
0,372;92,9504150001158;0,692998234409835
0,373;93,0074013609463;0,692558447023832
0,374;93,0643877217768;0,692119051807739
0,375;93,1213740826073;0,691680210684859
0,376;93,1783604434378;0,691241917859181
0,377;93,2353468042683;0,690804177476982
0,378;93,2923331650988;0,690366911737595
0,379;93,3493195259293;0,689930194787605
0,38;93,4063058867598;0,68949395277207
0,381;93,4632922475903;0,689058261849151
0,382;93,5202786084208;0,688623122192399
0,383;93,5772649692513;0,68818853595338
0,384;93,6342513300818;0,687754501326155
0,385;93,6912376909123;0,687320864343046
0,386;93,7482240517428;0,68688777729354
0,387;93,8052104125733;0,686455244301924
0,388;93,8621967734038;0,686023263568711
0,389;93,9191831342343;0,685591681019719
0,39;93,9761694950648;0,685160807273454
0,391;94,0331558558953;0,684730330040367
0,392;94,0901422167258;0,68430025138652
0,393;94,1471285775562;0,683870882089687
0,394;94,2041149383868;0,683441909706792
0,395;94,2611012992172;0,683013490713378
0,396;94,3180876600477;0,682585470848426
0,397;94,3750740208782;0,682158161102456
0,398;94,4320603817087;0,681731250786116
0,399;94,4890467425392;0,68130473803998
0,4;94,5460331033697;0,680878935974431
0,401;94,6030194642002;0,680453531787209
0,402;94,6638296201937;0,680000139706606
0,403;94,7330273440593;0,67948488984659
0,404;94,8022250679249;0,678970474169533
0,405;94,8714227917905;0,678456738307352
0,406;94,9406205156561;0,677943680548803
0,407;95,0098182395217;0,67743145979695
0,408;95,0790159633873;0,676919917692826
0,409;95,1482136872529;0,67640905642271
0,41;95,2174114111185;0,675899031094003
0,411;95,2866091349841;0,675389685204366
0,412;95,3558068588497;0,674881020937642
0,413;95,4250045827153;0,674373193502697
0,414;95,4942023065809;0,673866048240213
0,415;95,5634000304465;0,673359583458519
0,416;95,6325977543121;0,672853801338233
0,417;95,7017954781777;0,672348857223722
0,418;95,7709932020433;0,671844439262226
0,419;95,8401909259089;0,671340938413612
0,42;95,9093886497746;0,670838119380722
0,421;95,9785863736402;0,67033590768623
0,422;96,0477840975058;0,669834533539452
0,423;96,1169818213714;0,669333843915296
0,424;96,186179545237;0,66883383714141
0,425;96,2553772691026;0,66833451539125
0,426;96,3245749929682;0,667835876996709
0,427;96,3937727168338;0,667337924129632
0,428;96,4629704406994;0,666840812508428
0,429;96,532168164565;0,666344229570797
0,43;96,6013658884306;0,665848488453656
0,431;96,6705636122962;0,665353432032533
0,432;96,7397613361618;0,664858904965062
0,433;96,8089590600274;0,664365220586545
0,434;96,878156783893;0,663872225491682
0,435;96,9473545077586;0,663379912311595
0,436;97,0165522316242;0,662888288930903
0,437;97,0857499554898;0,662397351798128
0,438;97,1549476793554;0,661907103076523
0,439;97,224145403221;0,661417541125399
0,44;97,2933431270866;0,660928668106449
0,441;97,3625408509522;0,660440482383167
0,442;97,4317385748178;0,659952984220558
0,443;97,5009362986834;0,659466094952234
0,444;97,570134022549;0,658979897528871
0,445;97,6393317464146;0,658494467391425
0,446;97,7085294702802;0,658009646894996
0,447;97,7777271941458;0,657525515256002
0,448;97,8469249180115;0,657041995617132
0,449;97,9161226418771;0,656559323396944
0,45;97,9853203657427;0,65607718466576
0,451;98,0545180896083;0,65559573771581
0,452;98,1237158134739;0,655114980933339
0,453;98,1929135373395;0,654634756402748
0,454;98,2621112612051;0,65415538073978
0,455;98,3313089850707;0,653676539686684
0,456;98,4005067089363;0,653198391700997
0,457;98,4697044328019;0,65272093517919
0,458;98,5389021566675;0,652244170396568
0,459;98,6080998805331;0,651767941117456
0,46;98,6772976043987;0,651292483269865
0,461;98,7464953282643;0,650817719824317
0,462;98,8156930521299;0,650343411466439
0,463;98,8848907759955;0,649869954611201
0,464;98,9540884998611;0,649397034407951
0,465;99,0232862237267;0,648924809612984
0,466;99,0924839475923;0,648453278641018
0,467;99,1616816714579;0,647982283128957
0,468;99,2308793953235;0,647511981937119
0,469;99,3000771191891;0,647042377205189
0,47;99,3692748430547;0,646573310469523
0,471;99,4384725669203;0,646104938831747
0,472;99,5076702907859;0,645637264429314
0,473;99,5768680146515;0,645170126850087
0,474;99,6460657385171;0,644703685154701
0,475;99,7152634623827;0,64423778072253
0,476;99,7844611862484;0,6437726558466
0,477;99,853658910114;0,643308066857205
0,478;99,9228566339795;0,642844256145963
0,479;99,9920543578451;0,642380905969983
0,48;100,061252081711;0,641918251388227
0,481;100,130449805576;0,641456218665544
0,482;100,199647529442;0,640994802515548
0,483;100,268845253308;0,640534086445731
0,484;100,338042977173;0,64007383193844
0,485;100,407240701039;0,639614276152268
0,486;100,476438424904;0,639155419380065
0,487;100,54563614877;0,638697104445529
0,488;100,614833872636;0,638239489043635
0,489;100,684031596501;0,63778241410001
0,49;100,753229320367;0,637325963169616
0,491;100,822427044232;0,636870131007621
0,492;100,891624768098;0,636414921517435
0,493;100,960822491964;0,635960333117381
0,494;101,030020215829;0,635506288111461
0,495;101,099217939695;0,635052944440388
0,496;101,16841566356;0,634600142801404
0,497;101,237613387426;0,634148044848967
0,498;101,306811111292;0,63369649121094
0,499;101,376008835157;0,633245480267102
0,5;101,445206559023;0,632795171953906
0,501;101,514404282888;0,632345406804867
0,502;101,583602006754;0,631896266736505
0,503;101,65279973062;0,631447672080314
0,504;101,721997454485;0,630999781094178
0,505;101,791195178351;0,630552434180279
0,506;101,860392902216;0,630105711511117
0,507;101,929590626082;0,629659536970629
0,508;101,998788349948;0,629213907146139
0,509;102,067986073813;0,628768980476234
0,51;102,137183797679;0,628324602610386
0,511;102,206381521544;0,627880848395745
0,512;102,27557924541;0,627437643426156
0,513;102,344776969276;0,626995062591249
0,514;102,413974693141;0,626553029647115
0,515;102,483172417007;0,626111543003145
0,516;102,552370140872;0,62567068480011
0,517;102,621567864738;0,625230373348893
0,518;102,690765588604;0,624790690822472
0,519;102,759963312469;0,624351635688146
0,52;102,829161036335;0,623913128005388
0,521;102,8983587602;0,623475091343687
0,522;102,967556484066;0,623037761207548
0,523;103,036754207932;0,622600979193888
0,524;103,105951931797;0,622164747301663
0,525;103,175149655663;0,62172906574186
0,526;103,244347379529;0,62129401146656
0,527;103,313545103394;0,620859509767064
0,528;103,38274282726;0,620425635852133
0,529;103,451940551125;0,619992152483018
0,53;103,521138274991;0,619559381262104
0,531;103,590335998857;0,619127159950412
0,532;103,659533722722;0,618695488766457
0,533;103,728731446588;0,618264369702533
0,534;103,797929170453;0,617833881643067
0,535;103,867126894319;0,617403944401529
0,536;103,936324618185;0,616974479493323
0,537;104,00552234205;0,61654564806819
0,538;104,074720065916;0,616117366352404
0,539;104,143917789781;0,615689557577493
0,54;104,213115513647;0,615262461775516
0,541;104,282313237513;0,614835758795302
0,542;104,351510961378;0,61440977106277
0,543;104,420708685244;0,61398417476342
0,544;104,489906409109;0,613559290705204
0,545;104,559104132975;0,613134801980797
0,546;104,628301856841;0,612711027774092
0,547;104,697499580706;0,612287645763351
0,548;104,766697304572;0,611864899866691
0,549;104,835895028437;0,611442707908879
0,55;104,905092752303;0,611020989403594
0,551;104,974290476169;0,610599827009902
0,552;105,043488200034;0,610179299951949
0,553;105,1126859239;0,609759248727581
0,554;105,181883647765;0,609339752547244
0,555;105,251081371631;0,608920730841179
0,556;105,320279095497;0,608502347168193
0,557;105,389476819362;0,608084519229618
0,558;105,458674543228;0,607667087295889
0,559;105,527872267093;0,607250373227895
0,56;105,597069990959;0,60683405381648
0,561;105,666267714825;0,606418290998917
0,562;105,73546543869;0,606003088483966
0,563;105,804663162556;0,605588441290306
0,564;105,873860886421;0,605174272170934
0,565;105,943058610287;0,604760662278697
0,566;106,012256334153;0,604347527390662
0,567;106,081454058018;0,603934952165212
0,568;106,150651781884;0,603522936835747
0,569;106,219849505749;0,6031114781783
0,57;106,289047229615;0,602700500558109
0,571;106,358244953481;0,602289998974808
0,572;106,427442677346;0,601880139258276
0,573;106,496640401212;0,601470678361359
0,574;106,565838125077;0,601061775228548
0,575;106,635035848943;0,600653354122624
0,576;106,704233572809;0,600245491227524
0,577;106,773431296674;0,599838190227064
0,578;106,84262902054;0,599431368442677
0,579;106,911826744405;0,599025108997839
0,58;106,981024468271;0,598619327466663
0,581;107,050222192137;0,598213947936444
0,582;107,119419916002;0,597809292187194
0,583;107,188617639868;0,597405035423546
0,584;107,257815363734;0,597001179496631
0,585;107,327013087599;0,596598048118253
0,586;107,396210811465;0,596195316284636
0,587;107,46540853533;0,595793065493379
0,588;107,534606259196;0,595391379018964
0,589;107,603803983062;0,594990175714019
0,59;107,682400234966;0,594535071581869
0,591;107,779277048378;0,593974957116316
0,592;107,876153861789;0,59341597169459
0,593;107,973030675201;0,592857876672204
0,594;108,069907488613;0,592300752340971
0,595;108,166784302025;0,591744679099574
0,596;108,263661115437;0,591189496164576
0,597;108,360537928849;0,590635283916787
0,598;108,45741474226;0,590082127916509
0,599;108,554291555672;0,58952986215526
0,6;108,651168369084;0,588978570478114
0,601;108,748045182496;0,588428251769708
0,602;108,844921995908;0,587878908291623
0,603;108,94179880932;0,58733046056837
0,604;109,038675622732;0,586783067567571
0,605;109,135552436143;0,586236571425531
0,606;109,232429249555;0,585690969286371
0,607;109,329306062967;0,585146425325122
0,608;109,426182876379;0,584602697983422
0,609;109,523059689791;0,584059948108666
0,61;109,619936503203;0,583518177963609
0,611;109,716813316614;0,582977388136389
0,612;109,813690130026;0,582437413635246
0,613;109,910566943438;0,581898420536665
0,614;110,00744375685;0,581360409433971
0,615;110,104320570262;0,580823216858895
0,616;110,201197383674;0,580287005709244
0,617;110,298074197086;0,579751778248819
0,618;110,394951010497;0,579217370864052
0,619;110,491827823909;0,578683946612856
0,62;110,588704637321;0,578151343445169
0,621;110,685581450733;0,577619726180127
0,622;110,782458264145;0,577089011564513
0,623;110,879335077557;0,576559201787497
0,624;110,976211890968;0,576030297383981
0,625;111,07308870438;0,575502298890509
0,626;111,169965517792;0,574975122890302
0,627;111,266842331204;0,574448936164353
0,628;111,363719144616;0,573923574612109
0,629;111,460595958028;0,573399119442995
0,63;111,557472771439;0,572875655256315
0,631;111,654349584851;0,57235293536982
0,632;111,751226398263;0,571831205922664
0,633;111,848103211675;0,571310304209807
0,634;111,944980025087;0,570790230706319
0,635;112,041856838499;0,570271149328767
0,636;112,138733651911;0,569752897220072
0,637;112,235610465322;0,569235476489816
0,638;112,332487278734;0,568718965342573
0,639;112,429364092146;0,568203367600281
0,64;112,526240905558;0,567688518496333
0,641;112,62311771897;0,56717466650795
0,642;112,719994532382;0,566661645223887
0,643;112,816871345793;0,566149372397326
0,644;112,913748159205;0,565638099983065
0,645;113,010624972617;0,565127659803529
0,646;113,107501786029;0,564617971156007
0,647;113,204378599441;0,564109200144394
0,648;113,301255412853;0,563601345728971
0,649;113,398132226265;0,56309424431302
0,65;113,495009039676;0,562587977628712
0,651;113,591885853088;0,562082632345053
0,652;113,6887626665;0,561578038272803
0,653;113,785639479912;0,561074366659737
0,654;113,882516293324;0,560571448830049
0,655;113,979393106736;0,560069452918269
0,656;114,076269920147;0,559568211760379
0,657;114,173146733559;0,559067812094007
0,658;114,270023546971;0,558568334355403
0,659;114,366900360383;0,558069529684273
0,66;114,463777173795;0,557571649573571
0,661;114,560653987207;0,557074528210008
0,662;114,657530800619;0,556578332492823
0,663;114,75440761403;0,556082894916853
0,664;114,851284427442;0,555588215929487
0,665;114,948161240854;0,555094382463767
0,666;115,045038054266;0,554601391865156
0,667;115,141914867678;0,5541091613039
0,668;115,23879168109;0,553617861172077
0,669;115,335668494501;0,55312723867206
0,67;115,432545307913;0,552637461056605
0,671;115,529422121325;0,552148448557253
0,672;115,626298934737;0,551660281957029
0,673;115,723175748149;0,551172878278572
0,674;115,820052561561;0,550686323100855
0,675;115,916929374973;0,550200449824827
0,676;116,013806188384;0,54971542602053
0,677;116,110683001796;0,549231249085395
0,678;116,207559815208;0,548747756985703
0,679;116,30443662862;0,548265115880101
0,68;116,401313442032;0,5477833247459
0,681;116,498190255444;0,547302216682474
0,682;116,595067068855;0,546821878963792
0,683;116,691943882267;0,546342307367019
0,684;116,788820695679;0,545863590860295
0,685;116,885697509091;0,545385559209821
0,686;116,982574322503;0,544908382087268
0,687;117,079451135915;0,544431974606586
0,688;117,176327949326;0,543956254894903
0,689;117,273204762738;0,543481307287286
0,69;117,37008157615;0,543007130710186
0,691;117,466958389562;0,542533811189305
0,692;117,563835202974;0,54206117970514
0,693;117,660712016386;0,541589322256924
0,694;117,757588829798;0,541118155261273
0,695;117,854465643209;0,54064784576874
0,696;117,951342456621;0,540178227652644
0,697;118,048219270033;0,539709301322481
0,698;118,145096083445;0,539241233996152
0,699;118,241972896857;0,538773859387651
0,7;118,338849710269;0,538307260598864
0,701;118,43572652368;0,53784135541196
0,702;118,532603337092;0,537376226987407
0,703;118,629480150504;0,536911794589232
0,704;118,726356963916;0,536448139898614
0,705;118,823233777328;0,535985179058456
0,706;118,92011059074;0,535522998412924
0,707;119,016987404152;0,535061596934833
0,708;119,113864217563;0,534600809306522
0,709;119,210741030975;0,534140801750594
0,71;119,307617844387;0,533681574777706
